"iso_code","year","week","date_start","date_stop","emdat_flood_active","emdat_flood_new","emdat_flood_affected","emdat_flood_deaths"
"GHA",2026,7,2026-02-09,2026-02-15,0,0,0,0
"GHA",2026,8,2026-02-16,2026-02-22,0,0,0,0
"GHA",2026,9,2026-02-23,2026-03-01,0,0,0,0
"GHA",2026,10,2026-03-02,2026-03-08,0,0,0,0
"GHA",2026,11,2026-03-09,2026-03-15,0,0,0,0
"GHA",2026,12,2026-03-16,2026-03-22,0,0,0,0
"GHA",2026,13,2026-03-23,2026-03-29,0,0,0,0
"GHA",2026,14,2026-03-30,2026-04-05,0,0,0,0
"GHA",2026,15,2026-04-06,2026-04-12,0,0,0,0
"GHA",2026,16,2026-04-13,2026-04-19,0,0,0,0
"GHA",2026,17,2026-04-20,2026-04-26,0,0,0,0
"GHA",2026,18,2026-04-27,2026-05-03,0,0,0,0
"GIN",2000,1,2000-01-03,2000-01-09,0,0,0,0
"GIN",2000,2,2000-01-10,2000-01-16,0,0,0,0
"GIN",2000,3,2000-01-17,2000-01-23,0,0,0,0
"GIN",2000,4,2000-01-24,2000-01-30,0,0,0,0
"GIN",2000,5,2000-01-31,2000-02-06,0,0,0,0
"GIN",2000,6,2000-02-07,2000-02-13,0,0,0,0
"GIN",2000,7,2000-02-14,2000-02-20,0,0,0,0
"GIN",2000,8,2000-02-21,2000-02-27,0,0,0,0
"GIN",2000,9,2000-02-28,2000-03-05,0,0,0,0
"GIN",2000,10,2000-03-06,2000-03-12,0,0,0,0
"GIN",2000,11,2000-03-13,2000-03-19,0,0,0,0
"GIN",2000,12,2000-03-20,2000-03-26,0,0,0,0
"GIN",2000,13,2000-03-27,2000-04-02,0,0,0,0
"GIN",2000,14,2000-04-03,2000-04-09,0,0,0,0
"GIN",2000,15,2000-04-10,2000-04-16,0,0,0,0
"GIN",2000,16,2000-04-17,2000-04-23,0,0,0,0
"GIN",2000,17,2000-04-24,2000-04-30,0,0,0,0
"GIN",2000,18,2000-05-01,2000-05-07,0,0,0,0
"GIN",2000,19,2000-05-08,2000-05-14,0,0,0,0
"GIN",2000,20,2000-05-15,2000-05-21,0,0,0,0
"GIN",2000,21,2000-05-22,2000-05-28,0,0,0,0
"GIN",2000,22,2000-05-29,2000-06-04,0,0,0,0
"GIN",2000,23,2000-06-05,2000-06-11,0,0,0,0
"GIN",2000,24,2000-06-12,2000-06-18,0,0,0,0
"GIN",2000,25,2000-06-19,2000-06-25,0,0,0,0
"GIN",2000,26,2000-06-26,2000-07-02,0,0,0,0
"GIN",2000,27,2000-07-03,2000-07-09,0,0,0,0
"GIN",2000,28,2000-07-10,2000-07-16,0,0,0,0
"GIN",2000,29,2000-07-17,2000-07-23,0,0,0,0
"GIN",2000,30,2000-07-24,2000-07-30,0,0,0,0
"GIN",2000,31,2000-07-31,2000-08-06,0,0,0,0
"GIN",2000,32,2000-08-07,2000-08-13,0,0,0,0
"GIN",2000,33,2000-08-14,2000-08-20,0,0,0,0
"GIN",2000,34,2000-08-21,2000-08-27,0,0,0,0
"GIN",2000,35,2000-08-28,2000-09-03,0,0,0,0
"GIN",2000,36,2000-09-04,2000-09-10,0,0,0,0
"GIN",2000,37,2000-09-11,2000-09-17,0,0,0,0
"GIN",2000,38,2000-09-18,2000-09-24,0,0,0,0
"GIN",2000,39,2000-09-25,2000-10-01,0,0,0,0
"GIN",2000,40,2000-10-02,2000-10-08,0,0,0,0
"GIN",2000,41,2000-10-09,2000-10-15,0,0,0,0
"GIN",2000,42,2000-10-16,2000-10-22,0,0,0,0
"GIN",2000,43,2000-10-23,2000-10-29,0,0,0,0
"GIN",2000,44,2000-10-30,2000-11-05,0,0,0,0
"GIN",2000,45,2000-11-06,2000-11-12,0,0,0,0
"GIN",2000,46,2000-11-13,2000-11-19,0,0,0,0
"GIN",2000,47,2000-11-20,2000-11-26,0,0,0,0
"GIN",2000,48,2000-11-27,2000-12-03,0,0,0,0
"GIN",2000,49,2000-12-04,2000-12-10,0,0,0,0
"GIN",2000,50,2000-12-11,2000-12-17,0,0,0,0
"GIN",2000,51,2000-12-18,2000-12-24,0,0,0,0
"GIN",2000,52,2000-12-25,2000-12-31,0,0,0,0
"GIN",2001,1,2001-01-01,2001-01-07,0,0,0,0
"GIN",2001,2,2001-01-08,2001-01-14,0,0,0,0
"GIN",2001,3,2001-01-15,2001-01-21,0,0,0,0
"GIN",2001,4,2001-01-22,2001-01-28,0,0,0,0
"GIN",2001,5,2001-01-29,2001-02-04,0,0,0,0
"GIN",2001,6,2001-02-05,2001-02-11,0,0,0,0
"GIN",2001,7,2001-02-12,2001-02-18,0,0,0,0
"GIN",2001,8,2001-02-19,2001-02-25,0,0,0,0
"GIN",2001,9,2001-02-26,2001-03-04,0,0,0,0
"GIN",2001,10,2001-03-05,2001-03-11,0,0,0,0
"GIN",2001,11,2001-03-12,2001-03-18,0,0,0,0
"GIN",2001,12,2001-03-19,2001-03-25,0,0,0,0
"GIN",2001,13,2001-03-26,2001-04-01,0,0,0,0
"GIN",2001,14,2001-04-02,2001-04-08,0,0,0,0
"GIN",2001,15,2001-04-09,2001-04-15,0,0,0,0
"GIN",2001,16,2001-04-16,2001-04-22,0,0,0,0
"GIN",2001,17,2001-04-23,2001-04-29,0,0,0,0
"GIN",2001,18,2001-04-30,2001-05-06,0,0,0,0
"GIN",2001,19,2001-05-07,2001-05-13,0,0,0,0
"GIN",2001,20,2001-05-14,2001-05-20,0,0,0,0
"GIN",2001,21,2001-05-21,2001-05-27,0,0,0,0
"GIN",2001,22,2001-05-28,2001-06-03,0,0,0,0
"GIN",2001,23,2001-06-04,2001-06-10,0,0,0,0
"GIN",2001,24,2001-06-11,2001-06-17,0,0,0,0
"GIN",2001,25,2001-06-18,2001-06-24,0,0,0,0
"GIN",2001,26,2001-06-25,2001-07-01,0,0,0,0
"GIN",2001,27,2001-07-02,2001-07-08,0,0,0,0
"GIN",2001,28,2001-07-09,2001-07-15,0,0,0,0
"GIN",2001,29,2001-07-16,2001-07-22,0,0,0,0
"GIN",2001,30,2001-07-23,2001-07-29,0,0,0,0
"GIN",2001,31,2001-07-30,2001-08-05,0,0,0,0
"GIN",2001,32,2001-08-06,2001-08-12,0,0,0,0
"GIN",2001,33,2001-08-13,2001-08-19,1,1,12.3013873707787,2.30258509299405
"GIN",2001,34,2001-08-20,2001-08-26,1,0,12.3013873707787,2.30258509299405
"GIN",2001,35,2001-08-27,2001-09-02,1,0,12.3013873707787,2.30258509299405
"GIN",2001,36,2001-09-03,2001-09-09,1,0,12.3013873707787,2.30258509299405
"GIN",2001,37,2001-09-10,2001-09-16,1,0,12.3013873707787,2.30258509299405
"GIN",2001,38,2001-09-17,2001-09-23,1,0,12.3013873707787,2.30258509299405
"GIN",2001,39,2001-09-24,2001-09-30,1,0,12.3013873707787,2.30258509299405
"GIN",2001,40,2001-10-01,2001-10-07,1,0,12.3013873707787,2.30258509299405
"GIN",2001,41,2001-10-08,2001-10-14,1,0,12.3013873707787,2.30258509299405
"GIN",2001,42,2001-10-15,2001-10-21,0,0,0,0
"GIN",2001,43,2001-10-22,2001-10-28,0,0,0,0
"GIN",2001,44,2001-10-29,2001-11-04,0,0,0,0
"GIN",2001,45,2001-11-05,2001-11-11,0,0,0,0
"GIN",2001,46,2001-11-12,2001-11-18,0,0,0,0
"GIN",2001,47,2001-11-19,2001-11-25,0,0,0,0
"GIN",2001,48,2001-11-26,2001-12-02,0,0,0,0
"GIN",2001,49,2001-12-03,2001-12-09,0,0,0,0
"GIN",2001,50,2001-12-10,2001-12-16,0,0,0,0
"GIN",2001,51,2001-12-17,2001-12-23,0,0,0,0
"GIN",2001,52,2001-12-24,2001-12-30,0,0,0,0
"GIN",2002,1,2001-12-31,2002-01-06,0,0,0,0
"GIN",2002,2,2002-01-07,2002-01-13,0,0,0,0
"GIN",2002,3,2002-01-14,2002-01-20,0,0,0,0
"GIN",2002,4,2002-01-21,2002-01-27,0,0,0,0
"GIN",2002,5,2002-01-28,2002-02-03,0,0,0,0
"GIN",2002,6,2002-02-04,2002-02-10,0,0,0,0
"GIN",2002,7,2002-02-11,2002-02-17,0,0,0,0
"GIN",2002,8,2002-02-18,2002-02-24,0,0,0,0
"GIN",2002,9,2002-02-25,2002-03-03,0,0,0,0
"GIN",2002,10,2002-03-04,2002-03-10,0,0,0,0
"GIN",2002,11,2002-03-11,2002-03-17,0,0,0,0
"GIN",2002,12,2002-03-18,2002-03-24,0,0,0,0
"GIN",2002,13,2002-03-25,2002-03-31,0,0,0,0
"GIN",2002,14,2002-04-01,2002-04-07,0,0,0,0
"GIN",2002,15,2002-04-08,2002-04-14,0,0,0,0
"GIN",2002,16,2002-04-15,2002-04-21,0,0,0,0
"GIN",2002,17,2002-04-22,2002-04-28,0,0,0,0
"GIN",2002,18,2002-04-29,2002-05-05,0,0,0,0
"GIN",2002,19,2002-05-06,2002-05-12,0,0,0,0
"GIN",2002,20,2002-05-13,2002-05-19,0,0,0,0
"GIN",2002,21,2002-05-20,2002-05-26,0,0,0,0
"GIN",2002,22,2002-05-27,2002-06-02,0,0,0,0
"GIN",2002,23,2002-06-03,2002-06-09,0,0,0,0
"GIN",2002,24,2002-06-10,2002-06-16,0,0,0,0
"GIN",2002,25,2002-06-17,2002-06-23,0,0,0,0
"GIN",2002,26,2002-06-24,2002-06-30,0,0,0,0
"GIN",2002,27,2002-07-01,2002-07-07,0,0,0,0
"GIN",2002,28,2002-07-08,2002-07-14,0,0,0,0
"GIN",2002,29,2002-07-15,2002-07-21,0,0,0,0
"GIN",2002,30,2002-07-22,2002-07-28,0,0,0,0
"GIN",2002,31,2002-07-29,2002-08-04,0,0,0,0
"GIN",2002,32,2002-08-05,2002-08-11,0,0,0,0
"GIN",2002,33,2002-08-12,2002-08-18,0,0,0,0
"GIN",2002,34,2002-08-19,2002-08-25,0,0,0,0
"GIN",2002,35,2002-08-26,2002-09-01,0,0,0,0
"GIN",2002,36,2002-09-02,2002-09-08,0,0,0,0
"GIN",2002,37,2002-09-09,2002-09-15,0,0,0,0
"GIN",2002,38,2002-09-16,2002-09-22,0,0,0,0
"GIN",2002,39,2002-09-23,2002-09-29,0,0,0,0
"GIN",2002,40,2002-09-30,2002-10-06,0,0,0,0
"GIN",2002,41,2002-10-07,2002-10-13,0,0,0,0
"GIN",2002,42,2002-10-14,2002-10-20,0,0,0,0
"GIN",2002,43,2002-10-21,2002-10-27,0,0,0,0
"GIN",2002,44,2002-10-28,2002-11-03,0,0,0,0
"GIN",2002,45,2002-11-04,2002-11-10,0,0,0,0
"GIN",2002,46,2002-11-11,2002-11-17,0,0,0,0
"GIN",2002,47,2002-11-18,2002-11-24,0,0,0,0
"GIN",2002,48,2002-11-25,2002-12-01,0,0,0,0
"GIN",2002,49,2002-12-02,2002-12-08,0,0,0,0
"GIN",2002,50,2002-12-09,2002-12-15,0,0,0,0
"GIN",2002,51,2002-12-16,2002-12-22,0,0,0,0
"GIN",2002,52,2002-12-23,2002-12-29,0,0,0,0
"GIN",2003,1,2002-12-30,2003-01-05,0,0,0,0
"GIN",2003,2,2003-01-06,2003-01-12,0,0,0,0
"GIN",2003,3,2003-01-13,2003-01-19,0,0,0,0
"GIN",2003,4,2003-01-20,2003-01-26,0,0,0,0
"GIN",2003,5,2003-01-27,2003-02-02,0,0,0,0
"GIN",2003,6,2003-02-03,2003-02-09,0,0,0,0
"GIN",2003,7,2003-02-10,2003-02-16,0,0,0,0
"GIN",2003,8,2003-02-17,2003-02-23,0,0,0,0
"GIN",2003,9,2003-02-24,2003-03-02,0,0,0,0
"GIN",2003,10,2003-03-03,2003-03-09,0,0,0,0
"GIN",2003,11,2003-03-10,2003-03-16,0,0,0,0
"GIN",2003,12,2003-03-17,2003-03-23,0,0,0,0
"GIN",2003,13,2003-03-24,2003-03-30,0,0,0,0
"GIN",2003,14,2003-03-31,2003-04-06,0,0,0,0
"GIN",2003,15,2003-04-07,2003-04-13,0,0,0,0
"GIN",2003,16,2003-04-14,2003-04-20,0,0,0,0
"GIN",2003,17,2003-04-21,2003-04-27,0,0,0,0
"GIN",2003,18,2003-04-28,2003-05-04,0,0,0,0
"GIN",2003,19,2003-05-05,2003-05-11,0,0,0,0
"GIN",2003,20,2003-05-12,2003-05-18,0,0,0,0
"GIN",2003,21,2003-05-19,2003-05-25,0,0,0,0
"GIN",2003,22,2003-05-26,2003-06-01,0,0,0,0
"GIN",2003,23,2003-06-02,2003-06-08,0,0,0,0
"GIN",2003,24,2003-06-09,2003-06-15,0,0,0,0
"GIN",2003,25,2003-06-16,2003-06-22,0,0,0,0
"GIN",2003,26,2003-06-23,2003-06-29,0,0,0,0
"GIN",2003,27,2003-06-30,2003-07-06,0,0,0,0
"GIN",2003,28,2003-07-07,2003-07-13,0,0,0,0
"GIN",2003,29,2003-07-14,2003-07-20,0,0,0,0
"GIN",2003,30,2003-07-21,2003-07-27,0,0,0,0
"GIN",2003,31,2003-07-28,2003-08-03,0,0,0,0
"GIN",2003,32,2003-08-04,2003-08-10,0,0,0,0
"GIN",2003,33,2003-08-11,2003-08-17,0,0,0,0
"GIN",2003,34,2003-08-18,2003-08-24,0,0,0,0
"GIN",2003,35,2003-08-25,2003-08-31,0,0,0,0
"GIN",2003,36,2003-09-01,2003-09-07,0,0,0,0
"GIN",2003,37,2003-09-08,2003-09-14,0,0,0,0
"GIN",2003,38,2003-09-15,2003-09-21,0,0,0,0
"GIN",2003,39,2003-09-22,2003-09-28,0,0,0,0
"GIN",2003,40,2003-09-29,2003-10-05,0,0,0,0
"GIN",2003,41,2003-10-06,2003-10-12,0,0,0,0
"GIN",2003,42,2003-10-13,2003-10-19,0,0,0,0
"GIN",2003,43,2003-10-20,2003-10-26,0,0,0,0
"GIN",2003,44,2003-10-27,2003-11-02,0,0,0,0
"GIN",2003,45,2003-11-03,2003-11-09,0,0,0,0
"GIN",2003,46,2003-11-10,2003-11-16,0,0,0,0
"GIN",2003,47,2003-11-17,2003-11-23,0,0,0,0
"GIN",2003,48,2003-11-24,2003-11-30,0,0,0,0
"GIN",2003,49,2003-12-01,2003-12-07,0,0,0,0
"GIN",2003,50,2003-12-08,2003-12-14,0,0,0,0
"GIN",2003,51,2003-12-15,2003-12-21,0,0,0,0
"GIN",2003,52,2003-12-22,2003-12-28,0,0,0,0
"GIN",2004,1,2003-12-29,2004-01-04,0,0,0,0
"GIN",2004,2,2004-01-05,2004-01-11,0,0,0,0
"GIN",2004,3,2004-01-12,2004-01-18,0,0,0,0
"GIN",2004,4,2004-01-19,2004-01-25,0,0,0,0
"GIN",2004,5,2004-01-26,2004-02-01,0,0,0,0
"GIN",2004,6,2004-02-02,2004-02-08,0,0,0,0
"GIN",2004,7,2004-02-09,2004-02-15,0,0,0,0
"GIN",2004,8,2004-02-16,2004-02-22,0,0,0,0
"GIN",2004,9,2004-02-23,2004-02-29,0,0,0,0
"GIN",2004,10,2004-03-01,2004-03-07,0,0,0,0
"GIN",2004,11,2004-03-08,2004-03-14,0,0,0,0
"GIN",2004,12,2004-03-15,2004-03-21,0,0,0,0
"GIN",2004,13,2004-03-22,2004-03-28,0,0,0,0
"GIN",2004,14,2004-03-29,2004-04-04,0,0,0,0
"GIN",2004,15,2004-04-05,2004-04-11,0,0,0,0
"GIN",2004,16,2004-04-12,2004-04-18,0,0,0,0
"GIN",2004,17,2004-04-19,2004-04-25,0,0,0,0
"GIN",2004,18,2004-04-26,2004-05-02,0,0,0,0
"GIN",2004,19,2004-05-03,2004-05-09,0,0,0,0
"GIN",2004,20,2004-05-10,2004-05-16,0,0,0,0
"GIN",2004,21,2004-05-17,2004-05-23,0,0,0,0
"GIN",2004,22,2004-05-24,2004-05-30,0,0,0,0
"GIN",2004,23,2004-05-31,2004-06-06,0,0,0,0
"GIN",2004,24,2004-06-07,2004-06-13,0,0,0,0
"GIN",2004,25,2004-06-14,2004-06-20,0,0,0,0
"GIN",2004,26,2004-06-21,2004-06-27,0,0,0,0
"GIN",2004,27,2004-06-28,2004-07-04,0,0,0,0
"GIN",2004,28,2004-07-05,2004-07-11,0,0,0,0
"GIN",2004,29,2004-07-12,2004-07-18,0,0,0,0
"GIN",2004,30,2004-07-19,2004-07-25,0,0,0,0
"GIN",2004,31,2004-07-26,2004-08-01,0,0,0,0
"GIN",2004,32,2004-08-02,2004-08-08,0,0,0,0
"GIN",2004,33,2004-08-09,2004-08-15,0,0,0,0
"GIN",2004,34,2004-08-16,2004-08-22,0,0,0,0
"GIN",2004,35,2004-08-23,2004-08-29,0,0,0,0
"GIN",2004,36,2004-08-30,2004-09-05,0,0,0,0
"GIN",2004,37,2004-09-06,2004-09-12,0,0,0,0
"GIN",2004,38,2004-09-13,2004-09-19,0,0,0,0
"GIN",2004,39,2004-09-20,2004-09-26,0,0,0,0
"GIN",2004,40,2004-09-27,2004-10-03,0,0,0,0
"GIN",2004,41,2004-10-04,2004-10-10,0,0,0,0
"GIN",2004,42,2004-10-11,2004-10-17,0,0,0,0
"GIN",2004,43,2004-10-18,2004-10-24,0,0,0,0
"GIN",2004,44,2004-10-25,2004-10-31,0,0,0,0
"GIN",2004,45,2004-11-01,2004-11-07,0,0,0,0
"GIN",2004,46,2004-11-08,2004-11-14,0,0,0,0
"GIN",2004,47,2004-11-15,2004-11-21,0,0,0,0
"GIN",2004,48,2004-11-22,2004-11-28,0,0,0,0
"GIN",2004,49,2004-11-29,2004-12-05,0,0,0,0
"GIN",2004,50,2004-12-06,2004-12-12,0,0,0,0
"GIN",2004,51,2004-12-13,2004-12-19,0,0,0,0
"GIN",2004,52,2004-12-20,2004-12-26,0,0,0,0
"GIN",2004,53,2004-12-27,2005-01-02,0,0,0,0
"GIN",2005,1,2005-01-03,2005-01-09,0,0,0,0
"GIN",2005,2,2005-01-10,2005-01-16,0,0,0,0
"GIN",2005,3,2005-01-17,2005-01-23,0,0,0,0
"GIN",2005,4,2005-01-24,2005-01-30,0,0,0,0
"GIN",2005,5,2005-01-31,2005-02-06,0,0,0,0
"GIN",2005,6,2005-02-07,2005-02-13,0,0,0,0
"GIN",2005,7,2005-02-14,2005-02-20,0,0,0,0
"GIN",2005,8,2005-02-21,2005-02-27,0,0,0,0
"GIN",2005,9,2005-02-28,2005-03-06,0,0,0,0
"GIN",2005,10,2005-03-07,2005-03-13,0,0,0,0
"GIN",2005,11,2005-03-14,2005-03-20,0,0,0,0
"GIN",2005,12,2005-03-21,2005-03-27,0,0,0,0
"GIN",2005,13,2005-03-28,2005-04-03,0,0,0,0
"GIN",2005,14,2005-04-04,2005-04-10,0,0,0,0
"GIN",2005,15,2005-04-11,2005-04-17,0,0,0,0
"GIN",2005,16,2005-04-18,2005-04-24,0,0,0,0
"GIN",2005,17,2005-04-25,2005-05-01,0,0,0,0
"GIN",2005,18,2005-05-02,2005-05-08,0,0,0,0
"GIN",2005,19,2005-05-09,2005-05-15,0,0,0,0
"GIN",2005,20,2005-05-16,2005-05-22,0,0,0,0
"GIN",2005,21,2005-05-23,2005-05-29,0,0,0,0
"GIN",2005,22,2005-05-30,2005-06-05,0,0,0,0
"GIN",2005,23,2005-06-06,2005-06-12,0,0,0,0
"GIN",2005,24,2005-06-13,2005-06-19,0,0,0,0
"GIN",2005,25,2005-06-20,2005-06-26,0,0,0,0
"GIN",2005,26,2005-06-27,2005-07-03,0,0,0,0
"GIN",2005,27,2005-07-04,2005-07-10,0,0,0,0
"GIN",2005,28,2005-07-11,2005-07-17,0,0,0,0
"GIN",2005,29,2005-07-18,2005-07-24,0,0,0,0
"GIN",2005,30,2005-07-25,2005-07-31,0,0,0,0
"GIN",2005,31,2005-08-01,2005-08-07,0,0,0,0
"GIN",2005,32,2005-08-08,2005-08-14,0,0,0,0
"GIN",2005,33,2005-08-15,2005-08-21,0,0,0,0
"GIN",2005,34,2005-08-22,2005-08-28,0,0,0,0
"GIN",2005,35,2005-08-29,2005-09-04,0,0,0,0
"GIN",2005,36,2005-09-05,2005-09-11,0,0,0,0
"GIN",2005,37,2005-09-12,2005-09-18,0,0,0,0
"GIN",2005,38,2005-09-19,2005-09-25,0,0,0,0
"GIN",2005,39,2005-09-26,2005-10-02,0,0,0,0
"GIN",2005,40,2005-10-03,2005-10-09,0,0,0,0
"GIN",2005,41,2005-10-10,2005-10-16,0,0,0,0
"GIN",2005,42,2005-10-17,2005-10-23,0,0,0,0
"GIN",2005,43,2005-10-24,2005-10-30,0,0,0,0
"GIN",2005,44,2005-10-31,2005-11-06,0,0,0,0
"GIN",2005,45,2005-11-07,2005-11-13,0,0,0,0
"GIN",2005,46,2005-11-14,2005-11-20,0,0,0,0
"GIN",2005,47,2005-11-21,2005-11-27,0,0,0,0
"GIN",2005,48,2005-11-28,2005-12-04,0,0,0,0
"GIN",2005,49,2005-12-05,2005-12-11,0,0,0,0
"GIN",2005,50,2005-12-12,2005-12-18,0,0,0,0
"GIN",2005,51,2005-12-19,2005-12-25,0,0,0,0
"GIN",2005,52,2005-12-26,2006-01-01,0,0,0,0
"GIN",2006,1,2006-01-02,2006-01-08,0,0,0,0
"GIN",2006,2,2006-01-09,2006-01-15,0,0,0,0
"GIN",2006,3,2006-01-16,2006-01-22,0,0,0,0
"GIN",2006,4,2006-01-23,2006-01-29,0,0,0,0
"GIN",2006,5,2006-01-30,2006-02-05,0,0,0,0
"GIN",2006,6,2006-02-06,2006-02-12,0,0,0,0
"GIN",2006,7,2006-02-13,2006-02-19,0,0,0,0
"GIN",2006,8,2006-02-20,2006-02-26,0,0,0,0
"GIN",2006,9,2006-02-27,2006-03-05,0,0,0,0
"GIN",2006,10,2006-03-06,2006-03-12,0,0,0,0
"GIN",2006,11,2006-03-13,2006-03-19,0,0,0,0
"GIN",2006,12,2006-03-20,2006-03-26,0,0,0,0
"GIN",2006,13,2006-03-27,2006-04-02,0,0,0,0
"GIN",2006,14,2006-04-03,2006-04-09,0,0,0,0
"GIN",2006,15,2006-04-10,2006-04-16,0,0,0,0
"GIN",2006,16,2006-04-17,2006-04-23,0,0,0,0
"GIN",2006,17,2006-04-24,2006-04-30,0,0,0,0
"GIN",2006,18,2006-05-01,2006-05-07,0,0,0,0
"GIN",2006,19,2006-05-08,2006-05-14,0,0,0,0
"GIN",2006,20,2006-05-15,2006-05-21,0,0,0,0
"GIN",2006,21,2006-05-22,2006-05-28,0,0,0,0
"GIN",2006,22,2006-05-29,2006-06-04,0,0,0,0
"GIN",2006,23,2006-06-05,2006-06-11,0,0,0,0
"GIN",2006,24,2006-06-12,2006-06-18,0,0,0,0
"GIN",2006,25,2006-06-19,2006-06-25,0,0,0,0
"GIN",2006,26,2006-06-26,2006-07-02,0,0,0,0
"GIN",2006,27,2006-07-03,2006-07-09,0,0,0,0
"GIN",2006,28,2006-07-10,2006-07-16,0,0,0,0
"GIN",2006,29,2006-07-17,2006-07-23,0,0,0,0
"GIN",2006,30,2006-07-24,2006-07-30,0,0,0,0
"GIN",2006,31,2006-07-31,2006-08-06,0,0,0,0
"GIN",2006,32,2006-08-07,2006-08-13,0,0,0,0
"GIN",2006,33,2006-08-14,2006-08-20,0,0,0,0
"GIN",2006,34,2006-08-21,2006-08-27,0,0,0,0
"GIN",2006,35,2006-08-28,2006-09-03,1,1,7.09090982207998,0
"GIN",2006,36,2006-09-04,2006-09-10,0,0,0,0
"GIN",2006,37,2006-09-11,2006-09-17,0,0,0,0
"GIN",2006,38,2006-09-18,2006-09-24,0,0,0,0
"GIN",2006,39,2006-09-25,2006-10-01,0,0,0,0
"GIN",2006,40,2006-10-02,2006-10-08,0,0,0,0
"GIN",2006,41,2006-10-09,2006-10-15,0,0,0,0
"GIN",2006,42,2006-10-16,2006-10-22,0,0,0,0
"GIN",2006,43,2006-10-23,2006-10-29,0,0,0,0
"GIN",2006,44,2006-10-30,2006-11-05,0,0,0,0
"GIN",2006,45,2006-11-06,2006-11-12,0,0,0,0
"GIN",2006,46,2006-11-13,2006-11-19,0,0,0,0
"GIN",2006,47,2006-11-20,2006-11-26,0,0,0,0
"GIN",2006,48,2006-11-27,2006-12-03,0,0,0,0
"GIN",2006,49,2006-12-04,2006-12-10,0,0,0,0
"GIN",2006,50,2006-12-11,2006-12-17,0,0,0,0
"GIN",2006,51,2006-12-18,2006-12-24,0,0,0,0
"GIN",2006,52,2006-12-25,2006-12-31,0,0,0,0
"GIN",2007,1,2007-01-01,2007-01-07,0,0,0,0
"GIN",2007,2,2007-01-08,2007-01-14,0,0,0,0
"GIN",2007,3,2007-01-15,2007-01-21,0,0,0,0
"GIN",2007,4,2007-01-22,2007-01-28,0,0,0,0
"GIN",2007,5,2007-01-29,2007-02-04,0,0,0,0
"GIN",2007,6,2007-02-05,2007-02-11,0,0,0,0
"GIN",2007,7,2007-02-12,2007-02-18,0,0,0,0
"GIN",2007,8,2007-02-19,2007-02-25,0,0,0,0
"GIN",2007,9,2007-02-26,2007-03-04,0,0,0,0
"GIN",2007,10,2007-03-05,2007-03-11,0,0,0,0
"GIN",2007,11,2007-03-12,2007-03-18,0,0,0,0
"GIN",2007,12,2007-03-19,2007-03-25,0,0,0,0
"GIN",2007,13,2007-03-26,2007-04-01,0,0,0,0
"GIN",2007,14,2007-04-02,2007-04-08,0,0,0,0
"GIN",2007,15,2007-04-09,2007-04-15,0,0,0,0
"GIN",2007,16,2007-04-16,2007-04-22,0,0,0,0
"GIN",2007,17,2007-04-23,2007-04-29,0,0,0,0
"GIN",2007,18,2007-04-30,2007-05-06,0,0,0,0
"GIN",2007,19,2007-05-07,2007-05-13,0,0,0,0
"GIN",2007,20,2007-05-14,2007-05-20,0,0,0,0
"GIN",2007,21,2007-05-21,2007-05-27,0,0,0,0
"GIN",2007,22,2007-05-28,2007-06-03,0,0,0,0
"GIN",2007,23,2007-06-04,2007-06-10,0,0,0,0
"GIN",2007,24,2007-06-11,2007-06-17,0,0,0,0
"GIN",2007,25,2007-06-18,2007-06-24,0,0,0,0
"GIN",2007,26,2007-06-25,2007-07-01,0,0,0,0
"GIN",2007,27,2007-07-02,2007-07-08,0,0,0,0
"GIN",2007,28,2007-07-09,2007-07-15,0,0,0,0
"GIN",2007,29,2007-07-16,2007-07-22,0,0,0,0
"GIN",2007,30,2007-07-23,2007-07-29,0,0,0,0
"GIN",2007,31,2007-07-30,2007-08-05,0,0,0,0
"GIN",2007,32,2007-08-06,2007-08-12,0,0,0,0
"GIN",2007,33,2007-08-13,2007-08-19,0,0,0,0
"GIN",2007,34,2007-08-20,2007-08-26,0,0,0,0
"GIN",2007,35,2007-08-27,2007-09-02,0,0,0,0
"GIN",2007,36,2007-09-03,2007-09-09,0,0,0,0
"GIN",2007,37,2007-09-10,2007-09-16,1,1,9.93721242193775,0
"GIN",2007,38,2007-09-17,2007-09-23,0,0,0,0
"GIN",2007,39,2007-09-24,2007-09-30,0,0,0,0
"GIN",2007,40,2007-10-01,2007-10-07,0,0,0,0
"GIN",2007,41,2007-10-08,2007-10-14,0,0,0,0
"GIN",2007,42,2007-10-15,2007-10-21,0,0,0,0
"GIN",2007,43,2007-10-22,2007-10-28,0,0,0,0
"GIN",2007,44,2007-10-29,2007-11-04,0,0,0,0
"GIN",2007,45,2007-11-05,2007-11-11,0,0,0,0
"GIN",2007,46,2007-11-12,2007-11-18,0,0,0,0
"GIN",2007,47,2007-11-19,2007-11-25,0,0,0,0
"GIN",2007,48,2007-11-26,2007-12-02,0,0,0,0
"GIN",2007,49,2007-12-03,2007-12-09,0,0,0,0
"GIN",2007,50,2007-12-10,2007-12-16,0,0,0,0
"GIN",2007,51,2007-12-17,2007-12-23,0,0,0,0
"GIN",2007,52,2007-12-24,2007-12-30,0,0,0,0
"GIN",2008,1,2007-12-31,2008-01-06,0,0,0,0
"GIN",2008,2,2008-01-07,2008-01-13,0,0,0,0
